id,sha_fail,file_match,fl_accuracy,num_ground_truth_files,num_predicted_files,num_matched_files,num_correctly_localized_files,ground_truth_files,predicted_files,matched_files,correctly_localized_files
14,d2f64daf7608d00cb7a8659cfd1dee42c54bb12c,1.0,1.0,1,1,1,1,docs/source/conf.py,docs/source/conf.py,docs/source/conf.py,docs/source/conf.py
15,c3f4fe9eefdb297183b6d51bfc305e40feeec358,1.0,1.0,1,1,1,1,sky/resources.py,sky/resources.py,sky/resources.py,sky/resources.py
16,0d26cc1482ff5080ec579b17b29f22657a20c562,0.25,0.25,4,1,1,1,beetsplug/advancedrewrite.py | beetsplug/edit.py | beetsplug/web/__init__.py | docs/changelog.rst,beetsplug/edit.py,beetsplug/edit.py,beetsplug/edit.py
17,7440ca51fb0ff3fb94a725fcd278f7fd5ea77c04,1.0,1.0,1,1,1,1,beetsplug/listenbrainz.py,beetsplug/listenbrainz.py,beetsplug/listenbrainz.py,beetsplug/listenbrainz.py
18,b94b7e71f74eb6e8c4ef7f299c24a20f5cded2f8,1.0,1.0,1,1,1,1,test/plugins/test_smartplaylist.py,test/plugins/test_smartplaylist.py,test/plugins/test_smartplaylist.py,test/plugins/test_smartplaylist.py
19,454164496177fd8b9d6aad4f106e68e816becb6c,1.0,1.0,1,1,1,1,beetsplug/listenbrainz.py,beetsplug/listenbrainz.py,beetsplug/listenbrainz.py,beetsplug/listenbrainz.py
20,537b57d99d10ecbcf8a9835bda18a73ee284d88f,0.0,0.0,1,0,0,0,beetsplug/listenbrainz.py,,,
21,68ddb2559e616656301858d441a523ebd64a710f,1.0,1.0,1,1,1,1,src/diffusers/loaders/single_file_utils.py,src/diffusers/loaders/single_file_utils.py,src/diffusers/loaders/single_file_utils.py,src/diffusers/loaders/single_file_utils.py
22,ba66fb81a0c8db48fed7abe833409f447b95708b,0.2857,0.2857,7,4,2,2,src/diffusers/loaders/__init__.py | src/diffusers/loaders/autoencoder.py | src/diffusers/loaders/controlnet.py | src/diffusers/loaders/single_file.py | src/diffusers/loaders/single_file_utils.py | src/diffusers/models/autoencoders/autoencoder_kl.py | src/diffusers/models/controlnet.py,src/diffusers/loaders/__init__.py | src/diffusers/models/autoencoders/__init__.py | src/diffusers/models/autoencoders/autoencoder_kl.py | tests/others/test_dependencies.py,src/diffusers/loaders/__init__.py | src/diffusers/models/autoencoders/autoencoder_kl.py,src/diffusers/loaders/__init__.py | src/diffusers/models/autoencoders/autoencoder_kl.py
23,e29a1f6d5a51a55349b025c23fa01bddb8858a71,1.0,1.0,1,9,1,1,yt_dlp/extractor/_extractors.py,devscripts/make_lazy_extractors.py | test/test_download.py | test/test_iqiyi_sdk_interpreter.py | test/test_youtube_lists.py | test/test_youtube_misc.py | yt_dlp/extractor/_extractors.py | yt_dlp/extractor/behindkink.py | yt_dlp/extractor/clubic.py | yt_dlp/extractor/extractors.py,yt_dlp/extractor/_extractors.py,yt_dlp/extractor/_extractors.py
24,d985231d83ec0cb50784548dae26236dd03bd2a6,1.0,1.0,1,1,1,1,tests/repositories/test_remove_repository.py,tests/repositories/test_remove_repository.py,tests/repositories/test_remove_repository.py,tests/repositories/test_remove_repository.py
25,5b9b7a0f0f73cc0257f1b41b4904dc9056e9baa1,1.0,1.0,1,1,1,1,tests/common.py,tests/common.py,tests/common.py,tests/common.py
26,5fea24b4a3fc4952e83474db5e7dc05af9ec76f6,0.5,0.5,4,2,2,2,tests/fixtures/proxy/raw.githubusercontent.com/octocat/integration/1.0.0/README.md | tests/fixtures/proxy/raw.githubusercontent.com/octocat/integration/2.0.0/README.md | tests/repositories/test_get_documentation.py | tests/repositories/test_get_hacs_json.py,tests/repositories/test_get_documentation.py | tests/repositories/test_get_hacs_json.py,tests/repositories/test_get_documentation.py | tests/repositories/test_get_hacs_json.py,tests/repositories/test_get_documentation.py | tests/repositories/test_get_hacs_json.py
27,0b08b8e82f8e67d89dd4335e63ecd95ab6f5f048,1.0,0.0,1,1,1,0,optuna/samplers/_tpe/sampler.py,optuna/samplers/_tpe/sampler.py,optuna/samplers/_tpe/sampler.py,
28,3137ef65975fc93e9e82b130e545028223cef408,1.0,1.0,1,1,1,1,optuna/study/_multi_objective.py,optuna/study/_multi_objective.py,optuna/study/_multi_objective.py,optuna/study/_multi_objective.py
29,616eb3b10db94cf4a4c209377f36b2ce995bd01c,0.0,0.0,1,0,0,0,tests/core/tests/test_admin_integration.py,,,
30,d4ca3713b196de2aee52fd0344d0eb9a9eaada64,1.0,1.0,1,1,1,1,tests/core/tests/test_resources/test_resources.py,tests/core/tests/test_resources/test_resources.py,tests/core/tests/test_resources/test_resources.py,tests/core/tests/test_resources/test_resources.py
31,2a59b55e6124b33dca7f48c12845c78130b20fd5,1.0,1.0,1,1,1,1,import_export/admin.py,import_export/admin.py,import_export/admin.py,import_export/admin.py
32,2f0605c9ec79b7a675728cb525ad55b36ade2e93,1.0,1.0,1,1,1,1,import_export/resources.py,import_export/resources.py,import_export/resources.py,import_export/resources.py
33,c359d794dd0e4baf40be48d584193f88c2213f37,0.25,0.0,4,1,1,0,docs/changelog.rst | import_export/admin.py | tests/core/tests/test_resources/test_resources.py | tests/core/tests/test_results.py,tests/core/tests/test_resources/test_resources.py,tests/core/tests/test_resources/test_resources.py,
34,cfbbed910a5d84c08f9af237cf6737502c456f66,0.0,0.0,1,0,0,0,import_export/admin.py,,,
35,76e35eca93562514943c5842cf2b0b8ec94a4763,0.0,0.0,1,1,0,0,tests/base.py,tests/api/gef_memory.py,,
36,4410203c56984c613d23f29a81ecd1b96c57b1ee,1.0,1.0,2,3,2,2,composer/callbacks/eval_output_logging_callback.py | composer/datasets/in_context_learning_evaluation.py,composer/callbacks/eval_output_logging_callback.py | composer/datasets/in_context_learning_evaluation.py | tests/conftest.py,composer/callbacks/eval_output_logging_callback.py | composer/datasets/in_context_learning_evaluation.py,composer/callbacks/eval_output_logging_callback.py | composer/datasets/in_context_learning_evaluation.py
37,fd461e9133f1d191e3db194745f2306cde1772b6,0.5,0.5,2,1,1,1,river/anomaly/sad.py | river/test_estimators.py,river/anomaly/sad.py,river/anomaly/sad.py,river/anomaly/sad.py
38,aa8a42bcf03f3b89575a9cce2f8af715a5121c59,0.0,0.0,1,3,0,0,httpx/_client.py,httpx/_models.py | tests/client/test_cookies.py | tests/client/test_redirects.py,,
39,83b5e4bf130d204fbb25b26a341c62aee4fc2d0f,1.0,1.0,2,2,2,2,httpx/_config.py | httpx/_transports/default.py,httpx/_config.py | httpx/_transports/default.py,httpx/_config.py | httpx/_transports/default.py,httpx/_config.py | httpx/_transports/default.py
40,1afe2c9cb192d3760d59190cc7892e7ac37d5e27,1.0,1.0,1,1,1,1,httpx/_client.py,httpx/_client.py,httpx/_client.py,httpx/_client.py
41,7f351340260c165e18ccd7c83dc783bb371b3797,0.3333,0.3333,3,1,1,1,docs/advanced/ssl.md | httpx/_config.py | tests/test_config.py,httpx/_config.py,httpx/_config.py,httpx/_config.py
42,897a5deb406b53ea2f4675cdf0c2f1fa93fc6238,1.0,1.0,1,1,1,1,httpx/__init__.py,httpx/__init__.py,httpx/__init__.py,httpx/__init__.py
43,077f6aaac3ebb96626ac747fb126a0b4d752489c,0.2,0.2,5,1,1,1,wandb/cli/cli.py | wandb/integration/ultralytics/bbox_utils.py | wandb/integration/ultralytics/callback.py | wandb/integration/yolov8/yolov8.py | wandb/sdk/launch/utils.py,wandb/integration/ultralytics/bbox_utils.py,wandb/integration/ultralytics/bbox_utils.py,wandb/integration/ultralytics/bbox_utils.py
44,c99ead9542bde331497f2456537fdbb0e37706d0,1.0,0.0,1,1,1,0,wandb/sdk/data_types/image.py,wandb/sdk/data_types/image.py,wandb/sdk/data_types/image.py,
45,99ad8a351bb884f1e398c1d85c62d6b6e0bdd67e,0.2,0.2,5,1,1,1,packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta/types/retriever.py | packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta3/services/permission_service/async_client.py | packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta3/services/permission_service/client.py | packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta3/services/permission_service/transports/rest.py | packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta3/types/permission.py,packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta/types/retriever.py,packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta/types/retriever.py,packages/google-ai-generativelanguage/google/ai/generativelanguage_v1beta/types/retriever.py
46,44b56e01683771fb4ca583f9ea57c67dcee8e779,0.0,0.0,1,0,0,0,src/accelerate/big_modeling.py,,,
47,3dd8e4404a0ce2e29db4911dc2cd7e94755be631,1.0,1.0,2,2,2,2,tests/deepspeed/test_deepspeed.py | tests/fsdp/test_fsdp.py,tests/deepspeed/test_deepspeed.py | tests/fsdp/test_fsdp.py,tests/deepspeed/test_deepspeed.py | tests/fsdp/test_fsdp.py,tests/deepspeed/test_deepspeed.py | tests/fsdp/test_fsdp.py
48,028ad1efee2c41691d78e5a4de90ebd6f8236cad,1.0,1.0,2,2,2,2,src/accelerate/utils/__init__.py | src/accelerate/utils/modeling.py,src/accelerate/utils/__init__.py | src/accelerate/utils/modeling.py,src/accelerate/utils/__init__.py | src/accelerate/utils/modeling.py,src/accelerate/utils/__init__.py | src/accelerate/utils/modeling.py
49,c9991372b81edabb86965638db110ab930f8e165,1.0,1.0,1,1,1,1,src/accelerate/utils/fsdp_utils.py,src/accelerate/utils/fsdp_utils.py,src/accelerate/utils/fsdp_utils.py,src/accelerate/utils/fsdp_utils.py
50,16a0c04d06205527ec5e379df2596b399ee5dadc,1.0,1.0,1,1,1,1,dask/utils.py,dask/utils.py,dask/utils.py,dask/utils.py
51,e21f666b44b5c2ddf22f9a9d057787811dc92a30,1.0,0.3333,3,5,3,1,starlette/_utils.py | starlette/concurrency.py | starlette/exceptions.py,starlette/_utils.py | starlette/background.py | starlette/concurrency.py | starlette/exceptions.py | starlette/types.py,starlette/_utils.py | starlette/concurrency.py | starlette/exceptions.py,starlette/concurrency.py
52,cc0b066c05947c2a356d063d0137685205709c3e,0.1429,0.1429,7,1,1,1,starlette/applications.py | starlette/middleware/__init__.py | starlette/routing.py | tests/middleware/test_base.py | tests/middleware/test_middleware.py | tests/test_applications.py | tests/test_authentication.py,starlette/routing.py,starlette/routing.py,starlette/routing.py
53,58c7cde15084b1c07373c00028dbd19b85fd5e1b,1.0,1.0,1,1,1,1,tests/test_responses.py,tests/test_responses.py,tests/test_responses.py,tests/test_responses.py
54,0b93d2da3b721c80dcb6a2993a23876a97498dd5,0.0,0.0,1,0,0,0,uvicorn/protocols/websockets/websockets_impl.py,,,
55,e5b5fcb646e6fa9cab60fb4fff930888149b88fe,0.0,0.0,1,1,0,0,tests/scripts/check_requirements.py,mindsdb/integrations/handlers/rag_handler/requirements.txt,,
56,6cbb12e47665eda2c687b4431d6ce789e74ea4a4,1.0,1.0,1,2,1,1,tests/test_categorical.py,seaborn/_core/rules.py | tests/test_categorical.py,tests/test_categorical.py,tests/test_categorical.py
57,2201be21886bb82201f3c3487f5f1468f6e6ac81,1.0,1.0,1,1,1,1,seaborn/_core/plot.py,seaborn/_core/plot.py,seaborn/_core/plot.py,seaborn/_core/plot.py
58,785242b646b54a33547ff1298cb945a05c24aa4c,1.0,1.0,1,2,1,1,tests/test_relational.py,seaborn/relational.py | tests/test_relational.py,tests/test_relational.py,tests/test_relational.py
59,3ed7a88e343c89b7153efea25db1b6287b2f0823,1.0,1.0,1,1,1,1,tests/test_octodns_processor_filter.py,tests/test_octodns_processor_filter.py,tests/test_octodns_processor_filter.py,tests/test_octodns_processor_filter.py
60,9e1aa7b8edfb723656f41f97bab57f9a653d5e1b,1.0,1.0,1,1,1,1,tests/test_octodns_manager.py,tests/test_octodns_manager.py,tests/test_octodns_manager.py,tests/test_octodns_manager.py
61,f2f8b63c3d579f9e8f1d4319592e44e39591ee38,0.3333,0.3333,3,1,1,1,pwndbg/commands/heap_tracking.py | pwndbg/gdblib/heap_tracking.py | tests/gdb-tests/tests/test_context_commands.py,pwndbg/gdblib/heap_tracking.py,pwndbg/gdblib/heap_tracking.py,pwndbg/gdblib/heap_tracking.py
62,fc6215f93ad9e2be8a32dc18b75a3f5bf6381a16,1.0,1.0,1,1,1,1,pylint/checkers/nested_min_max.py,pylint/checkers/nested_min_max.py,pylint/checkers/nested_min_max.py,pylint/checkers/nested_min_max.py
63,a14be35a9de01a87991618a5dbd6b96470d0f799,1.0,0.0,1,1,1,0,errbot/core_plugins/vcheck.py,errbot/core_plugins/vcheck.py,errbot/core_plugins/vcheck.py,
64,8a04007d606de7a355f904407294f8ad5d2b7374,0.0,0.0,4,0,0,0,tests/base_backend_test.py | tests/commandnotfound_plugin/commandnotfound.py | tests/commands_test.py | tests/room_plugin/roomtest.py,,,
65,ce191b811e255722bfb4f5c2c7c30bcb7a4a3d59,0.0,0.0,1,1,0,0,tools/accuracy_checker/openvino/tools/accuracy_checker/annotation_converters/amazon.py,openvino/tools/accuracy_checker/annotation_converters/amazon.py,,
66,07bc10c0e7858b22e9345812af8e6bb6c4ef18be,0.0,0.0,1,1,0,0,tools/accuracy_checker/openvino/tools/accuracy_checker/evaluators/model_evaluator.py,openvino/tools/accuracy_checker/evaluators/model_evaluator.py,,
67,55f8e6684499eb6abe5b1c1dba01ca4c90d2c949,1.0,1.0,1,1,1,1,src/cowrie/output/oraclecloud.py,src/cowrie/output/oraclecloud.py,src/cowrie/output/oraclecloud.py,src/cowrie/output/oraclecloud.py
68,386bf6f0815368b78261be43bf90e203dfe9c13f,1.0,1.0,1,2,1,1,spektral/datasets/tudataset.py,examples/graph_prediction/general_gnn.py | spektral/datasets/tudataset.py,spektral/datasets/tudataset.py,spektral/datasets/tudataset.py
69,d85078a610cbad69e8561060229aa8f35b4e1163,1.0,1.0,1,2,1,1,aider/io.py,aider/io.py | tests/help/test_help.py,aider/io.py,aider/io.py
70,7431ad26a48d20a2850fe0ab242636d708727521,1.0,1.0,1,1,1,1,tests/test_per_worker_seed.py,tests/test_per_worker_seed.py,tests/test_per_worker_seed.py,tests/test_per_worker_seed.py
71,bd46af653e25571f377664c7b7e9228ae8b28e96,0.0,0.0,3,1,0,0,libs/agno/agno/knowledge/website.py | libs/agno/agno/utils/whatsapp.py | libs/agno/agno/workspace/helpers.py,agno/tools/firecrawl.py,,
72,c0f40b6ac7f75f8a20f3af07f5277d97188c378f,0.0,0.0,3,2,0,0,libs/agno/agno/models/meta/llama.py | libs/agno/agno/models/perplexity/perplexity.py | libs/agno/agno/workspace/helpers.py,agno/models/meta/llama.py | agno/models/perplexity/perplexity.py,,
73,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,0.3333,0.3333,3,1,1,1,libs/agno/agno/tools/firecrawl.py | libs/agno/agno/utils/string.py | libs/agno/tests/unit/tools/test_firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
74,c434e89bee35d93f4e741c32dc36c5a9a68404df,0.3333,0.3333,3,2,1,1,libs/agno/agno/app/base.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,agno/app/base.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
75,ca75b3dc2cfaf4d6a9409109f10b285bdf6a8097,0.0,0.0,2,2,0,0,libs/agno/agno/utils/chain.py | libs/agno/agno/workspace/helpers.py,libs/agno/agno/tools/zep.py | libs/agno/tests/unit/tools/test_zep.py,,
76,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,0.3333,0.3333,3,2,1,1,libs/agno/agno/agent/agent.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,agno/agent/agent.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
77,d340b3a337398d539f38101282d09dd5e9966354,0.2,0.2,5,1,1,1,libs/agno/agno/embedder/openai.py | libs/agno/agno/tools/firecrawl.py | libs/agno/agno/tools/models/morph.py | libs/agno/tests/unit/tools/models/test_morph.py | libs/agno/tests/unit/tools/test_firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
78,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,0.3333,0.3333,3,2,1,1,libs/agno/agno/knowledge/document.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,agno/knowledge/document.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
79,da9d2e853bd3c3111d4d8864906975c75f7e9888,0.3333,0.3333,3,1,1,1,libs/agno/agno/tools/firecrawl.py | libs/agno/agno/workflow/v2/workflow.py | libs/agno/tests/unit/tools/test_firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
80,dc07b7a4e5314d29edb7e9c30d36e12a6dec3dd7,0.4,0.4,5,2,2,2,libs/agno/agno/app/playground/async_router.py | libs/agno/agno/app/playground/sync_router.py | libs/agno/agno/reranker/infinity.py | libs/agno/agno/tools/firecrawl.py | libs/agno/tests/unit/tools/test_firecrawl.py,libs/agno/agno/reranker/infinity.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/reranker/infinity.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/reranker/infinity.py | libs/agno/agno/tools/firecrawl.py
81,dc63689a775dcb8f90cac9824149e21c3a868cc1,0.0,0.0,2,2,0,0,libs/agno/agno/team/team.py | libs/agno/agno/workspace/helpers.py,agno/team/team.py | agno/workspace/helpers.py,,
82,e22825fa77b3e549db08147a90c061e695726fb2,0.0,0.0,2,0,0,0,libs/agno/agno/eval/performance.py | libs/agno/agno/workspace/helpers.py,,,
83,e36b14dc3ee04beb3f0d8c2b89252eb864ea5c1a,0.2,0.2,5,3,1,1,libs/agno/agno/tools/firecrawl.py | libs/agno/agno/utils/whatsapp.py | libs/agno/agno/workspace/helpers.py | libs/agno/pyproject.toml | libs/agno/tests/unit/tools/test_firecrawl.py,agno/document/chunking/markdown.py | agno/workspace/helpers.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py,libs/agno/agno/tools/firecrawl.py
84,ede117552a48bee7f674fbfab87d9586f2fabe19,0.0,0.0,4,4,0,0,cookbook/models/anthropic/code_execution.py | cookbook/models/meta/llama_openai/async_tool_use.py | libs/agno/agno/models/anthropic/claude.py | libs/agno/agno/models/meta/llama.py,libs/agno/agno/tools/firecrawl.py | libs/agno/agno/tools/zep.py | libs/agno/tests/unit/tools/test_firecrawl.py | libs/agno/tests/unit/tools/test_zep.py,,
85,f06bfb4ef15132a04a3983b4aa40f2e385ef7c04,0.0,0.0,2,2,0,0,libs/agno/agno/agent/agent.py | libs/agno/agno/workspace/helpers.py,agno/agent/agent.py | agno/workspace/helpers.py,,
86,f2436c62292765f014a0dd30a013035abd13c33f,0.0,0.0,1,0,0,0,libs/agno/agno/eval/accuracy.py,,,
87,f6f8da08fb440f8856510d0837876c41eb182dfc,0.0,0.0,1,2,0,0,libs/agno/agno/agent/agent.py,agno/agent/agent.py | agno/workspace/helpers.py,,
88,fa597eab63defb9e7e146e73c6ee23fb00f16284,0.0,0.0,2,2,0,0,libs/agno/agno/tools/bitbucket.py | libs/agno/tests/unit/tools/test_bitbucket.py,agno/tools/bitbucket.py | libs/agno/agno/tools/firecrawl.py,,
89,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,1.0,0.0,1,3,1,0,libs/agno/agno/app/discord/client.py,agno/app/discord/client.py | libs/agno/agno/app/discord/client.py | libs/agno/agno/tools/firecrawl.py,libs/agno/agno/app/discord/client.py,
90,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,1.0,1.0,1,2,1,1,libs/agno/tests/unit/reader/test_pdf_reader.py,agno/workspace/helpers.py | libs/agno/tests/unit/reader/test_pdf_reader.py,libs/agno/tests/unit/reader/test_pdf_reader.py,libs/agno/tests/unit/reader/test_pdf_reader.py
91,ff8929ce168fb87cf50f6a52e4cc3b12b8fd5e2e,0.0,0.0,2,3,0,0,libs/agno/agno/utils/functions.py | libs/agno/tests/unit/utils/test_functions.py,agno/utils/functions.py | libs/agno/agno/tools/firecrawl.py | tests/unit/utils/test_functions.py,,
92,48376e59c2d51260b1c6d2a14dcf58ab5066f88e,1.0,1.0,1,1,1,1,tests/basic/test_openrouter.py,tests/basic/test_openrouter.py,tests/basic/test_openrouter.py,tests/basic/test_openrouter.py
93,4ab8faf21e04489caf1d2f0dfbace03521e90b25,0.0,0.0,3,1,0,0,aider/models.py | aider/website/_data/polyglot_leaderboard.yml | aider/website/_posts/2025-05-07-gemini-cost.md,tests/help/test_help.py,,
94,5548acee0b31576cae313185aa3c859f88818939,1.0,1.0,1,1,1,1,tests/basic/test_repo.py,tests/basic/test_repo.py,tests/basic/test_repo.py,tests/basic/test_repo.py
95,73f1acb9539c928be57de3ecb4e9d2b49da62d9f,1.0,1.0,3,3,3,3,aider/models.py | tests/basic/test_models.py | tests/basic/test_sendchat.py,aider/models.py | tests/basic/test_models.py | tests/basic/test_sendchat.py,aider/models.py | tests/basic/test_models.py | tests/basic/test_sendchat.py,aider/models.py | tests/basic/test_models.py | tests/basic/test_sendchat.py
96,803a8db60cb2ce21c0e3b0ed2b773d2ecc5142bd,1.0,1.0,1,1,1,1,tests/basic/test_models.py,tests/basic/test_models.py,tests/basic/test_models.py,tests/basic/test_models.py
97,82f33c12206d1ab7a19d4b5369a40c3016b255ee,1.0,1.0,1,1,1,1,tests/help/test_help.py,tests/help/test_help.py,tests/help/test_help.py,tests/help/test_help.py
98,852f8655c69f4704965b19c0bbfadca6777ef23e,1.0,1.0,1,2,1,1,aider/io.py,aider/io.py | tests/help/test_help.py,aider/io.py,aider/io.py
99,b79f8486bf2063658bf3b2e658c07b7cfbe519bc,1.0,1.0,1,3,1,1,aider/io.py,aider/commands.py | aider/io.py | tests/help/test_help.py,aider/io.py,aider/io.py
100,8c0707ba9879994f0106a79126e917559b0b0bb9,1.0,0.0,1,5,1,0,tests/#655.py,ChatTTS/core.py | ChatTTS/model/gpt.py | tests/#511.py | tests/#588.py | tests/#655.py,tests/#655.py,
101,e999cb700a84f2d25b71be17cbe17fa9832b2950,1.0,0.0,1,3,1,0,tests/#655.py,ChatTTS/model/gpt.py | tests/#588.py | tests/#655.py,tests/#655.py,
102,07c55e7c8bee5b60d9d9647d647f89bec137ef4d,0.0,0.0,2,0,0,0,framework/py/flwr/supercore/object_store/object_store.py | framework/py/flwr/supernode/start_client_internal.py,,,
103,1366645090f139b99f4606faf8cb1f054330213e,0.0,0.0,2,0,0,0,framework/py/flwr/supernode/cli/flwr_clientapp.py | framework/py/flwr/supernode/runtime/run_clientapp.py,,,
104,14df8e5918cb5d6c4ca62d23b5a1f653a0e92212,0.0,0.0,1,0,0,0,framework/py/flwr/server/grid/grpc_grid_test.py,,,
105,424e2bec035589620a6ae25f51d4f389adc3a12e,0.0,0.0,1,0,0,0,framework/py/flwr/cli/build.py,,,
106,444017d8b29540c809f8a7b6479fcb124f229ab8,0.0,0.0,1,0,0,0,datasets/flwr_datasets/partitioner/continuous_partitioner.py,,,
107,44cc14aa3f36dbd14049106933dcd12bdb1fead4,0.0,0.0,1,0,0,0,framework/py/flwr/server/superlink/serverappio/serverappio_servicer.py,,,
108,44eb41928c49ec0438728ea76283495461dc2e19,0.0,0.0,1,0,0,0,framework/py/flwr/supernode/start_client_internal.py,,,
109,5f98672f68c7f4acdf3e6f68fd79e66b56d0b529,0.0,0.0,1,0,0,0,framework/py/flwr/server/superlink/serverappio/serverappio_servicer_test.py,,,
110,63b90b943bab2b7897e968fcea280f6a8ecc229b,0.0,0.0,1,0,0,0,framework/py/flwr/superexec/exec_event_log_interceptor_test.py,,,
111,66718a2530fcc65c0adfa0a6ea380e1978c12ebe,0.0,0.0,1,0,0,0,framework/py/flwr/supernode/servicer/clientappio/clientappio_servicer_test.py,,,
112,6aec23d104a077af68fbcf236630ed69d6d965ac,0.0,0.0,1,0,0,0,framework/py/flwr/supernode/servicer/clientappio/clientappio_servicer.py,,,
113,6aee1d58e8ce6402c48325c8c479dae84596d352,0.0,0.0,1,0,0,0,framework/py/flwr/common/inflatable_test.py,,,
114,78131a41338361909ae6e81399a5eac2579498bf,0.0,0.0,1,0,0,0,framework/py/flwr/supernode/start_client_internal.py,,,
